STATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
OK,53,4,11,33394,3899,17327,32249,1,0,6184,86079,0,53457,4891,1.4965488,1554,14994,31738,7497,9736,0,3837,0,0,236,0,33.6,252208,0,32436,3120,4731,15,135490,0,290623,16417
OK,53,5,11,45143,3899,42396,65041,1,0,14602,216867,0,115771,3531,1.4965488,5563,45077,31738,3509,23191,0,5501,1,1,3596,0,157.6,552863,0,18100,8173,6967,15,494043,488,290623,45876
OK,53,6,11,43060,3899,19537,40091,0,0,9502,129475,0,89364,19300,1.4965488,5217,18829,31738,24299,8854,0,4143,3,3,25962,0,16.7,405003,0,77176,3525,5315,15,190242,0,290623,25936
TN,54,0,,308861,5222,586876,495548,0,0,82475,1289401,0,802447,85163,,15843,146268,250146,41762,317867,0,3949,0,0,24544,,85.4,3567089,0,586744,46054,67144,19,1864828,0,401678,218592
TN,54,1,6,36802,5222,12128,66015,0,0,10676,160965,0,103994,16021,4.01888736,1095,15288,250146,5217,45889,0,3649,2,0,178,0,88.3,460583,0,115342,5133,10113,19,147912,575,401678,23975
TN,54,2,6,37894,5222,30063,69712,0,0,11227,175497,0,115883,3991,4.01888736,1952,22639,250146,3769,51538,0,4515,1,0,469,1,131.9,497121,0,35497,5534,10747,19,255812,0,401678,30432
TN,54,3,6,33610,5222,54659,63623,0,0,8673,151760,0,94531,4229,4.01888736,1840,15970,250146,4518,47214,0,4281,0,0,178,0,91.3,412664,0,33628,5220,8936,19,231661,0,401678,23690
TN,54,4,6,38842,5222,27126,58127,0,0,9814,138869,0,86539,19360,4.01888736,1286,15422,250146,8866,34938,0,2962,1,0,3816,0,43.9,389563,0,122814,2798,6631,19,106468,1275,401678,19282
TN,54,5,6,31672,5222,76437,51956,0,0,10467,159001,0,81669,677,4.01888736,2780,18506,250146,532,35465,0,5332,1,1,633,0,751.4,399743,0,5066,7142,5627,19,350559,498,401678,31059
TN,54,6,6,31950,5222,41899,48108,0,0,8420,112566,0,72669,13281,4.01888736,1260,13373,250146,8107,28055,0,3339,0,0,8174,0,40,324357,0,91075,2775,5716,19,93693,0,401678,16444
TN,54,7,6,26653,5222,58629,31465,0,0,4967,80398,0,53947,11958,4.01888736,271,9067,250146,5847,17187,0,2608,1,0,62,0,39.8,232652,0,78535,2757,4397,19,66985,0,401678,11798
TN,54,8,8,25585,5222,58490,28835,0,0,4631,77434,0,51836,14095,1.6563744,273,7313,250146,4155,12548,0,2578,0,0,218,0,53.8,223387,0,91028,1670,4651,19,61174,0,401678,11963
TN,54,9,8,45853,5222,227445,77707,0,0,13600,232911,0,141379,1551,1.6563744,5086,28690,250146,751,45033,0,4903,2,0,10816,0,834.9,627019,0,13759,13025,10326,19,550564,1252,401678,49949
WV,56,0,,172516,1861,89378,248415,0,0,29285,587232,0,442483,12865,,23863,64322,505,24079,125717,0,4572,0,0,848,,77.3,1860421,0,120938,28739,49018,45,711101,0,222385,97128
WV,56,1,4,45392,1861,8859,62259,0,0,6470,141519,0,87820,2486,4.01888736,11868,12472,505,3691,40555,0,5100,0,0,107,0,110.8,408794,0,22953,5442,10465,45,212111,200,222385,23617
WV,56,2,4,34682,1861,9825,45672,0,0,6124,106526,0,76191,5544,4.01888736,3509,15089,505,9161,18236,0,3646,1,0,131,0,36,329612,0,44336,5747,9290,45,71835,840,222385,15689
WV,56,3,4,29041,1861,24487,49103,0,0,5790,126533,0,99295,492,4.01888736,3293,13464,505,3004,26414,0,5128,0,0,375,0,132.1,396871,0,8091,4753,10037,45,194678,196,222385,22461
WV,56,4,4,39580,1861,10805,56132,0,0,8286,134271,0,97766,3271,4.01888736,2395,14662,505,4856,33309,0,4775,0,0,145,0,86.9,422046,0,32835,7495,10788,45,174138,180,222385,22562
WV,56,5,4,23821,1861,35402,35249,0,0,2615,78383,0,81411,1072,4.01888736,2798,8635,505,3367,7203,0,3869,0,0,90,0,90,303098,0,12723,5302,8438,45,58339,0,222385,12799
AZ,61,0,,90225,2214,43403,162877,0,0,40068,453988,0,309321,6424,,70318,63033,14390447,113575,54968,0,5568,0,0,16967,,11.5,1302161,0,49421,14768,24126,19,970616,0,167453,86708
AZ,61,1,14,47455,2214,25119,84493,0,0,21444,244708,0,153088,2555,0,33825,29647,14390447,9226,36476,0,5896,3,2,5286,0,71.9,663510,0,15831,5893,11072,19,574204,192,167453,48434
AZ,61,2,14,29822,2214,14912,54167,0,0,11791,148489,0,104620,2442,0,31746,22841,14390447,32106,13183,0,5402,5,2,11541,0,13.7,440415,0,16464,5906,8670,19,321082,393,167453,28089
AZ,61,3,14,12948,2214,3372,24217,0,0,6833,60791,0,51613,1427,0,4747,10545,14390447,72243,5309,0,4808,2,0,140,0,2.7,198236,0,17126,2969,4384,19,75330,304,167453,10185
CO,62,0,,158160,3045,39992,203264,0,0,44179,652805,0,390739,27667,,59881,100609,8828573,103884,98887,0,5780,0,0,27947,,16.9,1753947,0,127561,29726,26036,22,1292768,0,235116,127900
CO,62,1,10,53283,3045,30251,55182,1,0,10543,203629,0,95078,320,1.64075508,23753,28379,8828573,71,35385,0,6361,3,1,6042,0,6956.2,493887,0,0,10291,7246,22,493887,528,235116,42763
CO,62,2,10,46924,3045,1548,76846,0,0,20033,242407,0,153797,14792,1.64075508,18683,37242,8828573,29226,38814,0,6108,2,0,6806,0,22.4,653954,0,64233,10962,7637,22,455972,0,235116,46719
CO,62,3,12,39738,3045,7899,45602,0,0,8404,134050,0,95701,6321,0.76026132,13557,24420,8828573,31539,20825,0,5040,6,2,15049,0,13,410555,0,31630,5687,7088,22,273423,681,235116,25188
CO,62,4,14,18215,3045,294,25634,0,0,5199,72719,0,46163,6234,0,3888,10568,8828573,43048,3863,0,5032,1,1,50,0,4.5,195551,0,31698,2786,4065,22,69486,145,235116,13230
ID,63,0,,58258,906,1502,85385,0,0,15826,246839,0,168798,25946,,15542,30584,8828573,82708,31443,0,5259,0,0,4299,,8.1,667191,0,132782,11406,13981,19,317097,0,82086,47200
ID,63,1,17,26373,906,206,36831,0,0,4914,96808,0,62092,8949,0.00290592,7070,11476,8828573,40604,17231,0,5014,0,0,234,0,6.3,257242,0,46176,3183,7162,19,106518,0,82086,16827
ID,63,2,17,31885,906,1296,48554,0,0,10912,150031,0,106706,16997,0.00290592,8472,19108,8828573,42104,14212,0,5437,1,1,4065,1,9.7,409949,0,86606,8223,6819,19,210579,203,82086,30373
MT,64,0,,65420,1142,1467,77242,0,0,14911,248073,0,158420,24421,,30646,33994,9433141,145736,23439,0,5403,0,0,6328,,4.6,674767,0,105598,13990,16803,35,338457,0,89276,47094
MT,64,1,10,28898,1142,400,34489,0,0,5417,102556,0,62936,5357,1.64075508,12529,16111,9433141,42816,13715,0,5328,0,0,280,0,6.4,274194,0,28897,5030,8173,35,141016,161,89276,18277
MT,64,2,10,36522,1142,1067,42753,0,0,9494,145517,0,95484,19064,1.64075508,18117,17883,9433141,102920,9724,0,5457,2,2,6048,0,3.9,400573,0,76701,8960,8630,35,197441,96,89276,28817
NV,65,1,15,18173,725,13484,32492,0,0,9790,119842,0,61453,2047,0,13133,17568,46952533,109788,7031,0,6736,6,2,7490,0,2.6,285278,0,10106,5110,7391,33,200704,202,46155,20204
NM,66,0,,51270,1004,17063,102727,0,0,26780,306100,0,245444,9888,,21408,56969,14340222,121510,21668,0,5371,7,4,21908,,7.8,951023,0,58264,12191,18196,15,625174,715,113785,55361
NM,66,96,12,51270,1004,17063,102727,0,0,26780,306100,0,245444,9888,0.76026132,21408,56969,14340222,121510,21668,0,5371,4,2,21908,0,7.8,951023,0,58264,12191,18196,15,625174,358,113785,55361
NM,66,97,,51270,1004,17063,102727,0,0,26780,306100,0,245444,9888,0.76026132,21408,56969,14340222,121510,21668,0,5371,4,2,21908,0,7.8,951023,0,58264,12191,18196,15,625174,358,113785,55361
UT,67,0,,59957,1411,4148,110110,0,0,20982,315198,0,223758,10525,,32133,58781,23628048,82339,48408,0,5899,0,0,3402,,10.8,890627,0,43411,15787,13051,18,667158,0,110646,59975
UT,67,1,14,23583,1411,1894,40232,0,0,7371,111819,0,84608,8098,0,7327,24922,23628048,72398,12763,0,5512,2,0,383,0,4.4,317973,0,30420,6223,5578,18,169762,0,110646,19037
UT,67,2,15,36374,1411,2254,69878,0,0,13611,203379,0,139150,2427,0,24806,33859,23628048,9941,35645,0,6137,4,2,3019,0,57.6,572654,0,12991,9564,7473,18,497396,576,110646,40938
WY,68,1,10,25908,598,2183,43933,0,0,11076,127328,0,76859,8974,1.64075508,9663,19304,19809332,97411,9294,0,5877,1,1,2497,0,3.4,330066,0,43046,8553,6516,19,187551,837,47670,23152
CA,71,0,,1376204,37736,883861,2000730,0,0,361691,6135341,0,3307865,77813,,1343698,814129,19981315,156573,1391110,0,6726,0,0,300315,,100.4,15717204,0,334266,222913,373908,33,13576812,0,2311371,1081730
CA,71,1,16,51963,37736,6050,64647,0,1,11905,190843,0,116757,4481,3.55866228,34954,29789,19981315,10940,39412,0,6539,6,4,7474,1,48.8,533807,0,27130,6213,10998,33,290519,0,2311371,34226
CA,71,2,16,43876,37736,3725,56735,0,0,12468,154985,0,93552,5591,3.55866228,16752,26694,19981315,53414,24267,0,5763,1,0,401,0,7.6,406506,0,30269,6648,14438,33,142963,0,2311371,26815
CA,71,3,16,34623,37736,19805,58002,0,0,15933,195741,0,112903,1590,3.55866228,29485,51797,19981315,983,30174,0,7100,1,1,10263,0,511.5,502778,0,7962,7852,11732,33,426531,0,2311371,32426
CA,71,4,16,23970,37736,14669,38262,0,1,7378,106824,0,69028,5275,3.55866228,18868,25558,19981315,6831,14773,1,5843,8,3,15114,0,45.5,310669,0,25725,3215,7578,33,197204,0,2311371,17805
CA,71,5,16,39436,37736,53001,36533,1,1,5166,148241,0,41166,92,3.55866228,63731,16948,19981315,15,21774,0,5452,1,0,8506,0,20124.8,301872,0,0,11041,13366,33,301872,0,2311371,27084
CA,71,6,16,54172,37736,21382,47003,1,1,8883,204617,0,73502,222,3.55866228,78800,31671,19981315,31,32693,0,7474,8,2,6638,0,14143.4,438444,0,0,13318,8336,33,438444,410,2311371,40780
CA,71,7,16,43615,37736,82712,31854,1,1,5609,146090,0,53918,371,3.55866228,33264,29168,19981315,37,21518,0,6368,0,0,1595,0,9014.3,333530,0,0,6850,10473,33,333530,0,2311371,21714
CA,71,8,16,32729,37736,26841,51844,1,1,7977,144746,0,76649,323,3.55866228,29299,22630,19981315,104,34929,0,6857,3,0,14792,0,3589.3,373286,0,42,8518,8367,33,373040,0,2311371,27129
CA,71,9,16,25593,37736,4625,54349,0,1,10732,140519,0,85693,1822,3.55866228,28837,19238,19981315,1315,35283,0,6671,4,0,1978,1,291.6,383498,0,7241,5414,10125,33,354617,465,2311371,22834
CA,71,10,16,28867,37736,1429,49346,0,1,12484,170301,0,106708,1640,3.55866228,33469,20372,19981315,579,49933,0,7942,2,0,4935,0,794.8,460210,0,2311,5266,7055,33,446708,2119,2311371,26048
CA,71,11,16,29949,37736,10846,51580,0,1,11595,181167,0,98493,893,3.55866228,41504,21565,19981315,454,39850,0,8103,0,0,1646,0,978.8,444387,0,831,12271,6068,33,433548,0,2311371,35404
CA,71,12,16,39433,37736,9930,42926,0,1,9279,124028,0,74716,4181,3.55866228,35507,18389,19981315,8475,12984,0,5622,7,2,30131,0,44.7,379010,0,18953,3174,7710,33,217823,0,2311371,23920
CA,71,13,16,29716,37736,6279,49897,0,1,10894,135947,0,78273,2258,3.55866228,33160,22717,19981315,4589,16306,0,6628,5,1,11989,1,80.2,368100,0,12125,2847,6159,33,238060,0,2311371,24204
CA,71,14,16,22579,37736,25294,54008,0,1,10623,152380,0,102292,861,3.55866228,23209,22526,19981315,734,41429,0,7327,1,0,1660,0,557.3,409030,0,3966,6866,9811,33,331863,486,2311371,24711
CA,71,15,16,40963,37736,12825,54463,0,0,7537,153076,0,91667,7690,3.55866228,32259,20977,19981315,2909,23367,0,5640,2,0,1007,0,140,407283,0,40677,6605,13184,33,266260,0,2311371,27279
CA,71,16,16,39053,37736,25230,61471,0,0,10241,174914,0,119284,10683,3.55866228,37435,20959,19981315,10090,18352,0,5403,1,1,6093,0,49.2,496859,0,70954,5897,13723,33,297856,2236,2311371,34378
CA,71,17,16,19608,37736,16074,63092,1,1,7866,142541,0,87694,738,3.55866228,27326,12487,19981315,70,53749,0,6828,4,1,4054,0,5373.1,376115,21000473,0,8027,9336,33,376114,0,2311371,21277
CA,71,18,16,37432,37736,22392,72355,0,0,10498,185515,0,126784,7933,3.55866228,25145,26603,19981315,14385,15362,0,5496,4,1,3692,0,35.5,510341,0,47473,5919,14480,33,293866,0,2311371,32634
CA,71,19,16,19823,37736,688,59801,0,0,8371,140715,0,92930,794,3.55866228,27363,13005,19981315,89,50053,0,7237,1,0,340,0,4247.1,377991,0,295,6576,6668,33,375635,0,2311371,25754
CA,71,20,16,57346,37736,16286,39972,1,0,7661,179127,0,65579,834,3.55866228,42755,18554,19981315,91,38834,0,7657,1,0,359,0,4265.6,388171,21000473,0,3742,7520,33,387574,0,2311371,31793
CA,71,21,16,27712,37736,229001,58405,1,0,6598,143558,0,77209,347,3.55866228,25128,15144,19981315,31,39096,0,4767,0,0,408,0,11769.8,364865,21000473,0,4824,16015,33,364865,956,2311371,19193
CA,71,22,16,17160,37736,4725,47294,1,0,10689,143850,0,103378,585,3.55866228,24743,14785,19981315,147,47875,0,8017,0,0,609,0,2679.6,393907,21000473,16,2870,6740,33,393907,519,2311371,22520
CA,71,23,16,31738,37736,13430,75372,1,0,9476,174175,0,81624,409,3.55866228,24979,13735,19981315,62,68587,0,6711,0,0,592,0,6582.2,408099,21000473,0,6798,9617,33,408099,0,2311371,30503
CA,71,24,16,44773,37736,4360,41973,1,0,8942,161907,0,83296,821,3.55866228,27613,19907,19981315,578,40627,0,7733,1,0,349,0,690.9,399322,21000473,490,3963,6230,33,389291,0,2311371,29693
CA,71,25,16,16949,37736,948,58591,1,0,10540,133643,0,90979,670,3.55866228,21567,13153,19981315,134,44068,0,6999,0,0,379,0,2778.8,372357,21000473,436,5739,6813,33,368005,0,2311371,23361
CA,71,26,16,46956,37736,24500,40684,1,0,6709,182934,0,64217,931,3.55866228,68660,14923,19981315,43,42999,0,7541,0,0,189,0,9033,388421,21000473,0,3031,10826,33,388421,0,2311371,39317
CA,71,27,16,23057,37736,7455,50557,0,0,8332,147431,0,80561,1007,3.55866228,26140,15444,19981315,2170,43736,0,7330,1,0,350,0,166.2,360558,0,2890,3305,8729,33,323877,0,2311371,25977
CA,71,28,16,53662,37736,6321,50731,0,1,9340,260006,0,112859,1047,3.55866228,57620,26059,19981315,440,68490,0,8830,2,0,1262,1,1338.5,588933,0,270,6088,13179,33,576078,0,2311371,41982
CA,71,29,16,43632,37736,2162,63129,0,0,8181,168561,0,74479,659,3.55866228,60950,16321,19981315,54,48506,0,6343,0,0,186,0,7348.4,396813,0,0,8016,9346,33,396813,0,2311371,30037
CA,71,30,16,61937,37736,60986,49172,0,0,5452,188455,0,52133,1359,3.55866228,74731,15727,19981315,31,38252,0,5563,0,0,242,0,12630.4,391541,0,0,6103,15139,33,391541,0,2311371,33795
CA,71,31,16,42016,37736,64854,59036,0,0,7719,186379,0,67200,381,3.55866228,41156,19523,19981315,45,56732,0,6959,0,0,491,0,8004.9,396220,0,0,6109,11251,33,396220,0,2311371,32909
CA,71,32,16,46869,37736,9756,54698,1,1,8295,166159,0,83296,628,3.55866228,25649,23927,19981315,75,47221,0,6738,3,1,23262,0,5806.1,435458,21000473,0,5770,8340,33,435458,1570,2311371,32070
CA,71,33,16,45018,37736,17234,65716,0,0,13021,176727,0,114227,2042,3.55866228,28603,33947,19981315,20131,29540,0,5998,4,3,12492,0,25,503591,0,6538,9268,11738,33,374495,0,2311371,30444
CA,71,34,16,20569,37736,2080,59923,0,1,13002,159867,0,109219,1152,3.55866228,23979,16328,19981315,169,49589,0,7301,2,1,4109,0,2647.5,447421,0,263,4106,7857,33,446400,0,2311371,29214
CA,71,35,16,46159,37736,4203,46664,1,1,13398,158167,0,95630,2773,3.55866228,29908,21471,19981315,4358,30250,0,6651,0,0,35477,1,108.7,473511,0,11347,2647,6974,33,358598,0,2311371,29451
CA,71,36,16,27668,37736,5161,38788,0,1,9361,139140,0,83265,414,3.55866228,24142,21859,19981315,237,34381,0,7110,10,4,48315,0,1772.2,420015,0,625,2452,8046,33,398517,0,2311371,24172
CA,71,37,16,27487,37736,31124,47054,1,1,10260,130262,0,83207,631,3.55866228,27531,21262,19981315,273,29181,0,6194,10,4,30761,0,1450.5,395989,0,422,2696,10844,33,389267,0,2311371,22972
CA,71,38,16,38096,37736,15478,54803,0,0,9276,141803,0,83498,3685,3.55866228,37477,18967,19981315,11461,16938,0,5662,2,1,8175,0,33,378296,0,15015,2869,9097,33,252896,0,2311371,25905
OR,72,0,,183653,3041,18133,245181,0,0,40345,679553,0,401363,22564,,71314,88642,15707398,96248,149480,0,5892,0,0,5422,,18.4,1768687,0,138303,31829,40729,34,1100110,0,257495,129698
OR,72,1,17,54763,3041,579,68348,1,1,12082,191579,0,120554,8059,0.00290592,19992,29660,15707398,9458,41901,0,5768,1,0,1843,0,54.7,517678,0,57985,6556,10478,34,265915,0,257495,33952
OR,72,2,17,24885,3041,1004,38174,0,0,6597,103829,0,63168,8927,0.00290592,6508,14418,15707398,66783,17294,0,5557,1,0,1683,0,4,265164,0,43020,4732,7388,34,116890,0,257495,18537
OR,72,3,17,64411,3041,16082,66325,1,0,12018,214208,0,105796,708,0.00290592,33886,24400,15707398,424,39888,0,6378,0,0,1339,0,1233,522813,0,2841,14238,11221,34,503754,547,257495,47891
OR,72,4,17,39594,3041,468,72334,0,1,9648,169937,0,111845,4870,0.00290592,10928,20164,15707398,19583,50397,0,5734,0,0,557,0,23.6,463032,0,34457,6303,11642,34,213551,2080,257495,29318
WA,73,0,,279045,4527,48738,365767,0,0,67471,1072492,0,637038,27601,,178658,152641,1390014,66709,246938,0,6225,0,0,52487,,42.8,2853214,0,163242,49684,70583,44,1943249,0,401675,196256
WA,73,1,17,43234,4527,1818,43842,1,1,10045,175829,0,85324,278,0.00290592,37859,24860,1390014,144,35597,0,7388,6,2,3496,0,2920.5,420548,0,955,8620,7840,44,404287,0,401675,37608
WA,73,2,17,37909,4527,884,50743,0,1,9665,129342,0,84764,3994,0.00290592,24292,15746,1390014,10346,31470,0,5759,3,0,6160,0,35.4,366395,0,29302,4624,9698,44,178466,0,401675,23182
WA,73,3,17,37235,4527,728,53247,0,1,7637,127819,0,82816,3097,0.00290592,15651,19004,1390014,10679,39739,0,5801,0,0,1302,0,32.1,342540,0,25966,5064,8737,44,168050,501,401675,18907
WA,73,4,17,34623,4527,4498,54808,0,0,12486,156838,0,100118,11681,0.00290592,14990,22177,1390014,21690,22187,0,5755,2,1,4470,1,19.1,414764,0,60126,6244,11654,44,223524,310,401675,26915
WA,73,5,17,42309,4527,3098,46808,0,0,9722,146028,0,90709,6544,0.00290592,17745,18750,1390014,20216,20937,0,5841,2,2,7241,0,19.7,399093,0,34339,7175,10760,44,261994,200,401675,30200
WA,73,6,17,37482,4527,11743,47771,0,1,7577,129522,0,85344,1018,0.00290592,26347,31172,1390014,2065,32398,0,5977,8,4,28586,0,193.4,399362,0,7618,5664,8586,44,274000,904,401675,23406
WA,73,7,17,46253,4527,25969,68548,1,1,10339,207114,0,107963,989,0.00290592,41774,20932,1390014,1569,64610,0,6858,0,0,1232,0,325.4,510512,0,4936,12293,13308,44,432928,320,401675,36038
AK,81,1,18,5386,348,6771,17870,0,1,5220,66770,0,47146,217,0.00254268,8227,19261,318967838,586400,4138,0,7305,0,0,32680,0,0.4,226167,0,2171,5169,8527,32,85767,0,25054,9092
HI,82,0,,29162,1049,4943,83060,0,0,19882,218440,0,156523,2615,,68900,46078,196221,6415,33622,0,6366,0,0,47267,,98.6,632772,0,10936,10989,9070,24,483961,0,55938,39142
HI,82,96,19,29162,1049,4943,83060,1,1,19882,218440,0,156523,2615,0.00072648,68900,46078,196221,6415,33622,0,6366,8,4,47267,0,98.6,632772,0,10936,10989,9070,24,483961,0,55938,39142
HI,82,97,,29162,1049,4943,83060,1,1,19882,218440,0,156523,2615,0.00254268,68900,46078,196221,6415,33622,0,6366,8,4,47267,0,98.6,632772,0,10936,10989,9070,24,483961,0,55938,39142
