STATE,FIPSTATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
CA,6,71,31,16,27241,104277,78206,73084,1,0,7938,210174,0,108162,668,6673,18233,16.92335008,37053,26396,19836032,57,16921,71292,0,11226,0,0,1205,,8150.789474,464595,30746362,0,2802,9835,12904,35.7,464595,0,59125,36554
CA,6,71,32,16,56679,104277,4803,47262,1,1,8478,189322,0,90435,500,8056,17006,16.92335008,28635,32557,19836032,94,19317,45565,0,11851,3,1,13200,,4931.340426,463546,26587134,0,5184,6282,10389,35.7,463546,1596,62800,38323
CA,6,71,33,16,50626,104277,13407,45452,0,0,9607,168948,0,109705,1902,9402,13467,16.92335008,21440,36095,19836032,19887,19128,25545,0,10402,0,0,14679,1,23.27284155,462827,0,2011,7565,5487,9206,35.7,400956,0,54452,33459
CA,6,71,34,16,19433,104277,6885,69376,1,0,12563,184233,0,132016,1314,6545,14482,16.92335008,27004,22441,19836032,68,12851,55236,0,,2,0,2780,,6849.441176,465762,26587134,0,3045,5321,11144,35.7,465762,0,54751,38446
CA,6,71,35,16,34898,104277,44943,72668,1,1,8089,176663,0,106554,591,7316,12582,16.92335008,43958,22962,19836032,104,13555,56333,0,10050,0,0,14382,,4474.923077,465392,57333496,0,2091,9350,12376,35.7,463459,0,52849,31593
CA,6,71,36,16,32931,104277,23496,42786,0,1,9070,154949,0,114141,14436,8971,10557,16.92335008,21097,32318,19836032,11823,17328,12422,0,8981,1,1,14891,,38.12247315,450722,0,10417,6019,4190,10207,35.7,347053,0,45105,30979
CA,6,71,37,16,40866,104277,234666,61825,1,1,6671,204247,0,97756,438,10209,20819,16.92335008,35479,35505,19836032,50,21249,48577,0,9640,4,3,601,,9263.1,463155,30746362,0,4047,8791,14449,35.7,463155,0,57294,33643
CA,6,71,38,16,35883,104277,33954,65132,0,0,11073,162368,0,122991,4499,6265,10511,16.92335008,26560,26882,19836032,402,14239,39212,0,8930,0,0,5585,,1158.768657,465825,0,2842,6378,5205,11377,35.7,447827,0,49977,31150
CA,6,71,39,16,37465,104277,2086,45572,0,0,10344,187580,0,113249,1253,3698,19827,16.92335008,28440,25286,19836032,523,16589,48924,0,12675,0,0,8805,,889.1147228,465007,0,129,4999,3431,9586,35.7,452656,0,55805,38629
CA,6,71,40,16,39735,104277,6392,34556,1,1,7552,170839,0,96405,483,12095,17049,16.92335008,30118,36670,19836032,170,16970,27583,0,11400,2,1,46785,,2750.964706,467664,0,0,7605,3344,10420,35.7,465812,598,52936,33410
CA,6,71,41,16,34921,104277,49019,48266,1,1,8695,146107,0,103575,995,14239,11359,16.92335008,39512,30155,19836032,196,12554,26606,0,8945,7,1,50285,,2350.755102,460748,0,188,3362,3283,10709,35.7,452811,0,45682,29908
CA,6,71,42,16,50068,104277,5988,41924,1,1,12216,161114,0,101752,2656,8092,15094,16.92335008,24499,28670,19836032,852,15060,24880,0,10701,8,1,34567,1,544.2793427,463726,0,2259,5518,3173,8844,35.7,413958,0,53934,35731
CA,6,71,43,16,63170,104277,16687,43590,1,0,9401,159286,0,110041,12460,6524,11812,16.92335008,41414,29164,19836032,14425,16902,17260,0,8785,2,1,6776,,32.08228769,462787,0,8461,5738,3158,8913,35.7,316660,0,50762,33853
OR,41,72,0,,227120,7748,26211,267085,0,0,45324,837069,0,491365,30875,27634,63027,,66149,133686,15900987,,65706,167035,0,,0,0,4127,,,2091385,0,102185,40346,31850,58324,36.7,1402511,,345000,171875
OR,41,72,1,17,56250,7748,1811,60682,1,1,10834,215864,0,120504,6574,5964,17645,7.73079104,19798,36264,15900987,6515,16755,44327,0,10451,0,0,950,1,80.34198005,523428,0,28040,13545,7171,12788,36.7,349957,527,70396,41558
OR,41,72,2,17,57301,7748,1808,63666,0,0,12212,200789,0,127345,16736,8074,11209,7.73079104,12030,38245,15900987,70093,17184,34614,0,8846,1,0,1876,1,7.460060206,522898,0,48638,12987,6311,14481,36.7,264682,0,64975,39445
OR,41,72,3,17,62240,7748,21614,69979,1,0,12232,222377,0,115124,1407,7945,22246,7.73079104,23527,27927,15900987,373,14953,39933,0,10121,0,0,579,,1400.155496,522258,0,1965,5029,12132,14310,36.7,501682,0,70172,52438
OR,41,72,4,17,51326,7748,978,72762,0,1,10046,198033,0,128396,6160,5651,11925,7.73079104,10791,31249,15900987,19203,16814,48159,0,8868,0,0,722,,27.22496485,522801,0,23546,8784,6236,16746,36.7,286159,364,68158,38433
WA,53,73,0,,322209,11884,70859,406034,0,1,75515,1338513,0,807855,41229,63365,107140,,156020,234624,2108120,,99499,266875,0,,0,0,60485,,,3409169,0,111826,71760,55262,105450,45.3,2476497,,553000,264906
WA,53,73,1,17,51826,11884,4670,46760,1,1,9741,218861,0,97600,497,7608,26546,7.73079104,36500,38294,2108120,190,15564,33760,0,12084,3,0,2493,,2529.415789,480589,0,0,15122,8883,15557,45.3,480589,0,65154,46679
WA,53,73,2,17,42222,11884,1641,62023,0,1,13335,183479,0,119305,4744,5003,13813,7.73079104,22590,28690,2108120,7028,14135,39848,0,10563,0,0,5060,1,68.44635743,481041,0,18030,9552,6085,15092,45.3,301040,0,60431,36122
WA,53,73,3,17,46926,11884,6649,69531,0,0,12276,178336,0,124611,4010,6503,9655,7.73079104,16445,33974,2108120,14398,14047,46996,0,9736,3,2,34148,1,36.30747326,522755,0,20387,13424,5711,13905,45.3,256934,0,60078,31213
WA,53,73,4,17,45650,11884,3207,58949,0,0,11581,187446,0,121687,17421,7580,13045,7.73079104,13043,30738,2108120,22077,14722,31269,0,9206,1,0,558,1,21.66834262,478372,0,37088,8436,7586,14974,45.3,252733,368,56338,35900
WA,53,73,5,17,52955,11884,5300,48639,0,0,10248,183404,0,113757,12312,7892,13742,7.73079104,15554,34059,2108120,21927,13449,20134,0,9164,1,1,5095,,22.12039951,485034,0,33065,12718,7893,12592,45.3,343126,403,57327,39138
WA,53,73,6,17,43825,11884,14203,58595,0,1,9401,179263,0,115582,1551,21720,13415,7.73079104,20445,42210,2108120,764,13844,39384,0,10481,3,0,12162,,628.2984293,480020,0,3009,6646,7513,14748,45.3,371622,1110,63072,34541
WA,53,73,7,17,38816,11884,35179,61516,1,1,8931,207779,0,115291,690,7065,16944,7.73079104,31463,26672,2108120,186,13741,55465,0,11706,5,0,943,,2587.946237,481358,0,228,5866,11595,18582,45.3,470702,322,62901,41332
AK,2,81,0,,6857,1437,8913,26880,0,0,8435,98882,0,77846,328,15311,5780,,7809,32766,302680129,,8305,6333,0,,0,0,31612,,,302173,0,1120,9150,6805,9114,22.6,147403,,40000,16842
AK,2,81,1,18,6857,1437,8913,26880,0,1,8435,98882,0,77846,328,15311,5780,0.018249952,7809,32766,302680129,566432,8305,6333,0,12441,9,6,31612,,0.533467389,302173,0,1120,9150,6805,9114,22.6,147403,0,30492,16842
HI,15,82,0,,44377,2954,7603,89823,0,0,26685,295002,0,185459,9264,31446,22927,,75728,70670,238447,,10475,31214,0,,0,0,49873,,,769913,0,5943,28749,13408,8944,30.3,638872,,92000,61140
HI,15,82,1,19,23005,2954,3532,42881,1,1,13111,153813,0,74829,545,16056,14513,0.523173728,37233,36338,238447,98,4444,14577,0,12491,6,3,25210,,3695.091837,362119,0,0,15838,7565,4044,30.3,362026,0,35771,34984
HI,15,82,2,19,21365,2954,4071,46941,0,1,13573,141148,0,110664,8730,15387,8404,0.523173728,38491,34324,238447,6327,6032,16637,0,10848,9,5,24657,,64.4529793,407794,0,5951,12905,5839,4901,30.3,276675,0,33409,26139
