YEAR,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,PREVPARTY,PREVCANDVO,PREVTOTVO,PARTY,CANDIDATEVOTES,TOTALVOTES,ISTEST,,
1988,22,7,4,100869,36268,9120,50780,0,0,0,107338,8964,6180,10660,21.93,8385,44042,8775,5785,18337,61188,0,20027,1,0,389,0,95.97,555192,0,36364,19525,9429,14929,25.1,258554,0,70005,48823,1,104965,157163,1,130578,211316,0,1,
1980,71,6,16,58243,104277,20571,34157,1,1,0,83569,886,11810,33771,16.92,69400,38631,19836032,539,19229,19077,0,13221,3,0,7120,0,855.45,461088,0,1120,7592,10681,8939,35.7,445473,330,59987,41908,0,81801,119768,0,93400,134650,0,1,
1992,65,1,15,66213,18000,62843,31188,0,0,0,86634,3340,8011,18578,0.37,63223,32405,48212744,230,16841,14208,0,-1,1,1,4460,0,2613.23,601128,0,0,7553,12668,20493,22.1,597438,0,173293,58625,0,84650,137852,0,128278,221488,0,1,
1994,47,11,5,98286,104000,39680,62380,0,0,0,81974,6718,5679,8973,1.52,6609,36654,359282,6071,13788,74480,0,28240,0,0,488,0,91.01,558808,0,11656,17187,-1,13043,8.9,102425,349,707899,48896,1,130158,238161,1,115826,192688,0,1,
1988,45,2,8,95644,30829,307656,34885,1,1,0,84702,1477,10586,11074,57.97,20290,42337,9933,319,17394,19905,0,14307,0,0,2413,0,1646.41,525204,0,0,14357,15939,16062,13.8,524844,456,53975,43610,0,1,1,0,1,1,0,1,
1986,24,15,4,75469,62434,56742,36523,1,0,0,89703,2364,6435,17533,21.93,13542,50151,14065,668,17053,39344,0,20838,1,1,1032,0,770.46,514665,0,2916,26663,9786,14550,27.4,473785,0,63671,52213,1,148311,207181,1,97745,153495,0,1,
1994,51,3,4,85092,45500,112278,44182,0,0,0,78699,2264,8765,22392,15.61,9183,35657,158468,238,15549,51486,0,32863,1,0,660,0,2576.75,613266,0,82,11343,-1,17687,20.4,602287,266,368031,65369,0,148066,280770,0,67663,152523,0,1,
1996,44,4,5,45125,90100,215648,34399,0,0,0,81469,2879,15481,30572,1.52,44297,48590,37921,443,20316,-1,0,42177,0,0,877,0,1330.23,589431,0,150,12793,17765,16674,12.7,575659,356,-1,75415,1,90063,155629,0,127157,220142,0,0,
1988,34,3,8,124168,40975,7532,44910,1,0,0,75840,1857,9208,15772,57.97,14308,29718,54412,768,16143,58627,0,21602,0,0,476,0,711.12,546137,26620294,1709,4367,13362,16865,26.6,459054,840,78453,55565,0,116403,168785,0,150205,239203,0,1,
1984,72,3,17,110694,14178,28908,42071,1,0,0,82712,2438,8496,19387,5.89,30847,33788,15885601,354,17466,44964,0,20234,0,0,666,-1,1488.08,526779,21844843,609,7826,14811,17442,27.5,518148,0,77100,60764,0,159416,203662,0,173438,239897,0,1,
1990,34,5,10,116362,40975,124820,45539,1,0,0,86282,1636,16121,19181,5.09,13897,42701,54412,267,19284,50978,0,20462,0,0,516,0,2048.04,546827,0,154,7296,15367,17064,26.6,543290,401,77655,54792,0,149166,212139,0,71890,115787,0,1,
1990,21,9,7,114975,130219,50872,27913,1,1,0,55763,796,6250,32195,6.9,100415,31340,40,44,18175,51485,0,25207,1,1,318,0,11800.16,519207,22610102,0,6915,10640,14834,27.5,519207,0,57012,58036,0,135583,205187,0,96557,135588,0,1,
1984,14,22,4,110010,98577,17694,49381,0,0,0,95220,2314,3753,6559,21.93,13090,27488,34405,2422,16017,52561,0,19828,0,0,188,-1,212.68,515102,0,5881,7718,9106,18762,27,255554,0,73783,36248,0,123716,157215,0,153514,194428,0,1,
1986,13,4,2,67095,326416,19079,27479,0,1,0,100981,1548,5573,22494,16.53,41339,43340,28662,96,32581,43424,0,28341,0,0,164,0,5381.64,516637,0,0,5186,15166,12035,35.8,516637,0,79571,58271,1,138209,224679,1,80578,142288,0,1,
1988,71,28,16,84313,216356,202920,46281,1,0,0,80188,3913,8775,17976,14.69,146446,39915,21739962,47,24718,57603,0,16269,0,0,435,0,11194.13,526124,36373907,0,6422,13928,18546,25.4,526124,0,54715,44964,0,92635,121330,0,109801,144337,0,1,
1986,22,7,4,100869,36268,9120,50780,0,0,0,107338,8964,6180,10660,21.93,8385,44042,8775,5785,18337,61188,0,20027,1,0,389,0,95.97,555192,0,36364,19525,9429,14929,25.1,258554,0,70005,48823,1,147787,219694,1,104965,157163,0,1,
1996,51,1,4,93687,45500,47799,61455,0,0,0,101282,12872,8054,8874,15.61,4010,35325,158468,11229,12009,-1,0,24800,1,1,12801,0,54.7,614265,0,41045,15262,10190,19837,20.4,48231,0,-1,50355,1,64849,127236,1,111473,208157,0,1,
1980,12,10,2,43633,25333,247531,83193,1,1,0,108506,312,6421,19544,2.32,47759,27270,17109,30,15880,62800,0,8300,0,0,333,0,15940.57,478217,0,0,4969,8545,11282,31.2,478217,1093,42259,28338,0,55074,63777,0,76154,89245,0,1,
1982,34,7,11,129033,40975,4406,50066,0,0,0,102799,14142,4510,9503,7.19,5107,28216,54412,10456,15243,52961,0,15056,0,0,274,0,52.21,545921,0,50247,8463,11691,16454,26.6,266281,0,71577,47373,1,161668,238512,1,91391,180940,0,1,
1982,40,2,2,58816,29834,120243,24725,0,1,0,95876,2129,23007,12726,16.53,21622,51057,289424,309,20592,19376,0,18561,11,5,68497,0,1712.55,529178,47180824,386,7458,9493,13100,10.9,524520,0,66822,46615,1,97319,108328,1,78108,78205,0,1,
1988,14,16,2,95373,98577,10513,62523,0,0,0,91347,10862,5118,8710,16.53,10030,26552,34405,1551,14998,83208,0,20608,1,0,375,0,331.78,514585,0,28265,6436,8473,10894,27,254614,825,61916,46013,1,100784,135183,1,136944,185113,0,1,
1988,56,3,4,90456,11951,14426,36500,0,0,0,96802,2318,5144,7280,21.93,3991,36098,2825,6324,13602,31195,0,18115,0,0,333,0,76.87,486112,0,6644,17352,7707,16006,28.9,193386,0,59974,35390,0,73669,113489,0,120192,161670,0,1,
1980,40,4,2,35189,16083,172765,68916,0,1,0,116509,4940,21192,7868,2.32,4266,40696,269294,3736,13083,44748,0,8294,4,2,18873,1,124.66,465738,0,17831,6421,5887,6075,18.2,324844,0,44161,29908,1,77827,77873,1,92557,152494,0,1,
1992,24,3,4,71719,132900,101747,38447,0,0,0,81509,1936,17025,13851,15.61,11319,40191,16784,431,18344,57256,0,-1,1,0,5068,0,1324.62,570913,0,1757,4822,10912,15707,27.4,530832,413,1216668,58109,0,116797,116797,0,146072,244811,0,1,
1986,2,1,1,116441,3890,1720,46676,0,1,0,112529,6620,11586,13030,5.78,20156,42992,34529,4575,19351,60208,1,17284,2,1,4765,1,123.09,563115,0,5583,12055,8751,16593,18.5,289891,454,80031,49220,1,182785,287765,0,121848,229233,0,0,
1980,61,1,14,45125,7597,25577,54058,1,0,0,102347,3346,5085,16902,0.24,17021,27829,14226001,644,13909,33228,0,9126,1,1,3549,0,687.25,442589,0,2382,8835,3659,7460,21.4,414567,0,50196,37329,1,81108,114286,1,136961,186833,0,1,
1986,13,24,2,99446,326416,7707,36575,0,0,0,110387,6640,5865,9682,16.53,20251,48338,28662,4810,22837,46397,0,19300,0,0,1637,0,107.19,515580,0,9371,19636,8444,18070,35.8,190216,0,70193,41397,1,147150,224207,1,103867,166510,0,1,
1986,22,6,4,88419,36268,16486,46499,1,0,0,111736,5718,6160,18368,21.93,8450,30959,8775,2922,17768,70788,0,23466,0,0,721,1,185.14,540986,0,25970,7031,7530,17659,25.1,343677,0,71755,53490,1,178814,245864,1,118363,173165,0,1,
1986,31,2,7,94221,25468,4010,45544,0,0,0,94250,20294,3195,9708,6.9,5999,25443,1648,7116,16526,61033,0,21172,0,0,170,1,68.26,485708,0,63161,5722,7302,11567,20.5,294600,0,59884,44751,1,136893,214228,1,88708,144630,0,1,
1994,73,8,17,43283,41400,8247,33255,0,0,0,92350,4102,6978,20232,27.15,32715,31746,2173187,2936,14464,66693,0,47389,0,0,1074,0,184.17,544571,0,2506,10304,-1,9735,32.9,406349,0,628943,60076,1,155874,258171,1,140409,184574,0,1,
1982,49,18,13,81120,152838,214798,57153,1,0,0,102040,2011,5428,11796,3.12,69240,31121,993895,113,19293,40380,0,15449,0,0,82,0,4668.58,527550,90669169,0,6400,14993,12920,12.5,527534,0,48212,50692,0,71985,90096,0,68014,82335,0,1,
1990,24,17,4,94545,62434,55208,55825,0,0,0,93239,1807,3264,8471,21.93,19943,23805,14065,834,16019,72606,0,21162,1,0,173,0,617.77,515223,0,3525,4522,8102,25458,27.4,412478,0,74720,44229,0,162526,210455,0,133207,171406,0,1,
1990,23,13,3,106535,56621,365299,36612,1,1,0,104692,484,6280,7646,1.17,24256,32213,693643,65,19995,38514,0,12825,0,0,359,0,7917.11,514612,0,0,5938,6149,40583,33.7,514612,0,52942,22039,0,99751,114700,0,54345,67824,0,1,
1990,12,11,2,82185,41732,9785,27871,0,1,0,102252,1714,7453,24014,16.53,45240,37281,36417,154,24813,61836,0,29464,0,0,293,0,3416.4,526125,0,713,5015,9257,10708,19.9,463087,0,72883,52758,1,154654,219427,1,92681,143686,0,1,
1994,1,2,1,68295,32900,22049,35945,0,1,0,77413,4334,9415,20896,24.75,27080,49404,4602,1704,19154,62146,1,44314,1,1,10563,1,321.61,572750,0,2295,20835,-1,14697,18.9,256694,0,362633,55297,1,119416,242707,0,79188,186073,0,0,
1994,40,11,2,33193,74400,46134,17742,0,0,1,84956,1885,54229,26341,28.01,88076,81083,161198,248,21705,19328,0,59989,1,0,15069,0,2268.53,562596,0,6,5149,-1,8086,10.9,536797,0,689418,58474,0,114172,228272,1,98216,185680,0,0,
1992,47,11,5,98286,104000,39680,62380,0,0,0,81974,6718,5679,8973,1.52,6609,36654,359282,6071,13788,74480,0,-1,0,0,488,0,91.01,558808,0,11656,17187,7584,13043,8.9,102425,349,707899,48896,1,101991,201309,1,130158,238161,0,1,
1986,23,7,3,64571,56621,78795,53743,0,0,0,120595,2189,2367,8071,1.17,14362,27664,693643,1262,20696,77693,0,23783,0,0,133,0,407.83,514679,0,5721,4601,4463,30375,33.7,351548,0,63534,37149,0,145070,155748,0,101225,127172,0,1,
1980,72,3,17,62240,7748,21614,69979,1,0,0,115124,1407,7945,22246,7.73,23527,27927,15900987,373,14953,39933,0,10121,0,0,579,0,1400.16,522258,0,1965,5029,12132,14310,36.7,501682,0,70172,52438,0,151895,179460,0,156371,217423,0,1,
1986,47,10,5,86035,29810,56403,93325,0,0,0,110494,3835,2758,7127,1.61,4010,31894,356980,2680,14177,124002,0,17186,0,0,234,0,198.86,532946,0,6118,14959,7941,12645,8.9,249536,0,63087,38956,1,142873,194733,1,83902,145937,0,1,
1986,3,7,1,106836,36234,5875,36610,0,1,0,100949,1278,9347,19127,5.78,40663,39994,29945,162,21580,57551,0,23088,0,0,516,0,3234.46,523982,0,0,9067,14177,11678,19.7,518421,0,72253,51228,0,167211,234190,0,124183,173160,0,1,
1994,71,7,16,58806,328500,95228,30372,0,0,0,87076,3918,18737,26877,99.34,93213,52991,21892142,348,23897,32973,1,43274,3,1,6141,0,1646.14,572857,0,0,10357,-1,16843,25.4,571018,0,2856770,56550,0,153320,217982,0,116105,166601,0,1,
1988,49,17,13,130974,152838,16823,42996,0,0,0,101956,18184,5189,8729,3.12,10989,33488,993895,31592,19553,32482,0,16778,1,1,4981,1,16.68,526928,0,39447,8746,8666,7130,12.5,304508,220,64566,43932,0,97791,97791,0,149064,149064,0,1,
1992,71,28,16,62595,328500,32621,30624,0,0,0,88576,2862,5366,26669,99.34,119777,39516,21892142,464,26146,48972,0,-1,0,0,480,0,1233.17,572189,0,0,8004,11386,13358,25.4,571426,0,2856770,59301,0,69482,95600,1,122353,209382,0,0,
1984,24,14,4,93452,62434,56232,40969,0,0,0,96495,1148,3760,10264,21.93,17521,29178,14065,391,19351,69503,0,21533,0,0,208,-1,1316.27,514662,0,449,6067,8598,19368,27.4,472261,0,70766,48670,0,115629,164050,0,155729,218095,0,1,
1986,23,6,3,57936,56621,36352,40315,0,0,0,109709,3310,3783,11484,1.17,17894,52981,693643,1517,23273,56321,0,24021,0,0,148,0,339.13,514465,0,7896,25925,5483,22015,33.7,344019,0,59087,43139,0,106705,203530,0,74927,132217,0,1,
1986,40,6,2,110018,29834,58273,51513,0,0,0,99991,6761,6118,12083,16.53,6169,38758,289424,5256,19071,59179,0,18309,0,0,283,0,102.45,538470,0,13998,13569,13658,12129,10.9,334726,727,70021,47035,0,105207,196560,0,88230,126310,0,1,
1984,49,21,12,100049,152838,15114,29043,1,0,0,100979,8634,9955,16893,0.47,23453,39858,993895,44786,20608,23209,0,20869,2,2,5699,-1,11.77,526922,0,12377,9295,7584,7310,12.5,394964,243,75002,53504,1,106515,142872,1,199909,247980,0,1,
1994,24,1,4,76004,132900,171959,34755,1,0,0,75389,1757,8305,17749,15.61,13974,36250,16784,176,18267,43261,0,32697,0,0,353,0,3244.61,571052,0,87,9678,-1,16188,27.4,563909,249,1216668,60612,0,120190,234433,1,92997,165819,0,0,
1980,12,14,2,53889,25333,60601,84215,0,1,0,96128,280,6266,23964,2.32,72488,26524,17109,32,17096,66482,0,9607,1,0,790,0,14935.59,477939,0,0,3162,15547,9247,31.2,477939,0,53685,32096,0,67008,105340,0,86921,135420,0,1,
1988,12,6,2,82502,41732,44739,51183,0,1,0,86255,1228,6068,15384,16.53,50297,39888,36417,171,23900,75348,0,24566,0,0,312,0,3076.46,526075,0,0,9920,15365,16142,19.9,522337,0,73557,53109,0,67460,97769,0,120125,196598,0,1,
1990,2,2,1,109158,3890,1661,55551,0,1,0,119612,10808,6948,7217,5.78,23246,38995,34529,26420,19951,65150,0,15051,3,1,4592,0,21.25,561545,0,8380,12096,7944,21286,18.5,244181,0,73387,41090,1,167226,252721,1,121704,238522,0,1,
1986,3,1,1,108119,36234,6145,45177,0,0,0,93637,4012,5621,10641,5.78,24677,46194,29945,2715,21389,67226,0,19567,1,0,292,1,192.46,522540,0,3434,19184,6973,14659,19.7,360541,539,70664,44190,1,162646,223037,1,113653,151960,0,1,
1988,31,4,7,86683,25468,14908,33981,0,0,0,86869,8300,7720,21466,6.9,11999,46077,1648,3627,18383,34813,0,21791,0,0,374,0,133.85,485480,0,23689,19974,9860,11570,20.5,380110,274,61229,53621,0,107271,156952,0,157065,219223,0,1,
1996,71,20,16,49611,328500,36656,32447,1,0,0,133213,46770,5588,5005,99.34,145620,28902,21892142,6857,16336,18259,0,22472,1,1,4893,0,83.65,573874,0,23187,6978,6876,33350,25.4,149984,0,2856770,35097,0,57394,101230,0,65381,115705,0,1,
1990,72,2,17,99109,14178,1162,36984,0,0,0,101943,18635,9303,9489,5.89,15170,40443,15885601,70507,21986,33331,0,17584,1,0,351,0,7.47,526960,0,28029,9154,7928,25220,27.5,255624,0,79825,46959,1,125366,200079,1,127998,188185,0,1,
1990,22,9,4,89474,36268,10280,60054,0,0,0,108588,8786,7455,9038,21.93,6307,36812,8775,6107,16933,71754,0,18497,2,0,354,0,89.23,544917,0,40146,12424,8212,21216,25.1,251615,0,65702,41245,0,147193,208139,0,107526,155851,0,1,
1982,34,9,8,108327,40975,18313,47658,0,0,0,98757,16740,6182,9787,57.97,7191,43390,54412,12927,16150,51962,0,18826,0,0,258,1,42.25,546145,0,60945,21058,9523,16097,26.6,246767,339,67618,45843,0,135905,240740,0,99228,163170,0,1,
1996,21,4,7,43707,212000,35374,75280,1,0,0,107130,2838,3217,11758,7.03,185863,18610,399,39,11732,76398,0,25285,0,0,185,0,14645.18,571162,0,0,3661,11066,28219,27.5,571162,371,1125388,51622,0,46695,62079,0,85278,91135,0,1,
1982,13,18,2,57899,326416,226417,32752,1,0,0,124860,504,7062,13447,16.53,71846,32189,28662,13,20788,30952,0,8448,0,0,461,0,39836.85,517879,152053796,0,4339,8992,21906,35.8,517879,0,28629,23576,1,87286,161200,0,50687,57664,0,0,
1988,47,6,5,87753,29810,109555,69775,0,0,0,104555,3835,4679,12640,1.61,5752,33533,356980,1632,15992,98305,0,18718,0,0,176,0,324.53,529635,0,6850,12862,9851,12995,8.9,342892,0,65099,50980,1,72329,144579,1,116534,186542,0,1,
1980,48,4,5,32785,4873,76087,85271,0,0,0,96361,1858,2187,10257,1.19,2696,14742,3980,1023,9164,70518,0,8416,0,0,279,0,404.96,414270,0,4551,3391,5280,5376,11.6,233019,0,44949,30959,1,51483,98531,1,90941,97925,0,1,
1986,48,3,5,87158,10267,117814,75581,0,0,0,107433,4936,5966,6886,1.61,4324,35201,20944,6163,14178,100560,0,17211,0,0,315,1,84.26,519280,0,9027,15057,5330,13049,5.8,232833,0,59195,35590,0,88917,152166,0,79109,115683,0,1,
1996,12,5,2,74676,100300,7231,27767,0,0,0,83235,3728,4920,29522,28.01,62130,36767,33875,1076,24943,52001,0,59583,0,0,262,0,552.58,595233,0,3068,6904,13287,11608,19.9,415670,0,790452,67510,1,139964,188505,1,181323,254333,0,1,
1994,71,38,16,67287,328500,44223,37370,1,1,0,78840,2206,8143,18702,99.34,123317,37972,21892142,74,22143,59548,0,39810,3,1,9617,0,7738.86,572676,89608982,0,7686,-1,16122,25.4,572676,716,2856770,60868,1,92038,189321,1,85225,145769,0,1,
1986,73,7,17,111028,24508,47857,37763,1,0,0,63671,2374,10099,18435,5.89,51062,43689,2126782,110,17876,56289,0,21914,0,0,1286,0,4696.15,516576,0,0,15714,16312,17321,32.9,516529,300,75165,56521,0,174560,247846,0,124317,171148,0,1,
1980,12,6,2,39813,25333,21553,53368,0,0,0,123756,1084,10349,16940,2.32,21932,27544,17109,629,13985,49106,0,11689,1,1,4589,1,760.15,478137,0,2179,3210,6660,6445,31.2,375310,0,58760,38920,1,89446,148184,1,125792,223254,0,1,
1992,49,16,12,46880,184000,20313,36025,1,0,0,128513,2369,13437,10727,2.53,136748,41568,1054354,485,16890,36202,0,-1,1,1,14564,0,1167.5,566608,0,499,11241,9017,23240,12.5,547846,0,1650800,49164,0,62455,65309,0,66731,128601,0,1,
1988,47,8,5,99927,29810,107418,84070,0,0,0,112507,6769,4713,8093,1.61,4043,31364,356980,5066,14730,103819,0,17058,1,1,610,0,105.71,535543,0,16434,11921,9057,12075,8.9,183005,801,63846,40613,0,80959,139900,0,99214,192677,0,1,
1988,66,2,12,71496,7766,12171,25100,0,0,0,94680,9655,10527,6978,0.47,25512,36758,12956222,55038,12153,11700,0,15722,4,2,10833,0,7.93,436261,0,12076,14078,6578,10556,12.8,308967,0,50766,33641,1,77787,123711,1,100324,100324,0,1,
1994,48,6,5,68365,27700,361864,57268,0,1,0,115277,8512,8313,9836,1.52,3979,47027,25839,7337,13734,54211,0,22973,0,0,2600,0,79.22,581202,0,15930,24980,-1,19361,5.8,222693,0,364230,47660,0,120647,184871,0,88635,138923,0,1,
1992,22,4,3,66394,61500,30357,61311,0,0,0,89236,6710,3444,17345,2.02,7745,23333,9375,3606,13685,81715,0,-1,0,0,641,0,153.79,554577,0,30652,6204,12635,12627,25.1,248686,98,602347,59298,0,99347,163762,0,134907,217375,0,1,
1988,54,9,8,97499,28086,289023,42843,1,0,0,93051,1206,11459,10778,57.97,6162,41626,261151,205,21433,33024,0,15230,1,0,340,0,2465.76,505481,0,0,8734,14942,21126,17.3,505541,885,54965,45839,0,83006,99516,0,126280,154802,0,1,
1984,12,13,2,108138,41732,40717,25557,0,1,0,101539,1777,10923,14201,16.53,31246,39751,36417,967,21771,39118,0,22419,3,2,16520,-1,543.99,526043,0,1356,7057,9241,15404,19.9,402359,0,74861,45591,1,100061,168256,1,141136,232483,0,1,
1982,23,12,3,72303,56621,10903,42235,0,1,0,108655,1827,5332,11235,1.17,32895,26675,693643,905,18230,72197,0,24991,1,1,1531,0,568.53,514524,0,4088,3113,6599,26028,33.7,433148,0,67225,46896,0,112698,203647,0,103851,157664,0,1,
1982,3,2,1,107964,36234,27594,53595,0,0,0,97620,2126,5656,13809,5.78,38478,34715,29945,999,20935,81540,0,19648,1,1,1066,0,522.46,521942,0,1832,8124,8295,13718,19.7,414099,0,71434,43707,0,120711,179665,0,118215,162773,0,1,
1982,71,14,16,91710,216356,6270,27974,0,0,0,99383,10192,10812,13825,14.69,28147,47085,21739962,27376,26262,22925,0,20051,1,0,993,0,19.22,526081,0,12224,10011,9040,23164,25.4,245938,0,80558,48088,1,133979,220579,1,134225,211625,0,1,
1982,71,11,16,86838,216356,30020,29234,0,1,0,78387,3375,9852,24526,14.69,85984,36746,21739962,171,22033,48336,0,27010,0,0,660,0,3069.15,524824,0,29,4861,22624,9882,25.4,520066,1277,74477,61478,0,85823,185012,0,109812,192372,0,1,
1990,33,2,7,128760,36769,341,36036,0,0,0,98579,38860,3510,7484,6.9,7911,32531,196386,18741,22310,35491,0,16935,0,0,110,0,27.19,509511,0,121636,6711,7256,12273,24.5,172080,0,57675,45997,1,131639,227701,1,126367,204404,0,1,
1994,14,16,2,67966,190400,29203,46774,0,0,0,75445,10747,4496,17616,28.01,15832,24372,94068,1279,13025,64480,0,42932,0,0,345,1,442.46,565908,0,18517,6851,-1,8473,27,293279,543,1402128,62100,1,137823,212564,1,109759,157455,0,1,
1996,40,9,4,75643,74400,13717,58283,0,0,0,89627,6859,4679,7594,15.61,6767,42508,161198,7890,17030,57645,0,25166,0,0,484,0,71.29,562508,0,17386,20799,7770,16285,10.9,25309,0,689418,43720,0,102876,175024,0,122908,189077,0,1,
1986,25,3,7,108210,30026,896,42552,0,0,0,99173,29981,4257,8130,6.9,6604,38106,55075,10980,21564,46603,0,17872,0,0,180,1,47.63,522944,0,75515,12285,7477,15778,24.5,207841,0,58526,46528,1,160437,234695,1,104393,162869,0,1,
1988,49,18,13,81120,152838,214798,57153,1,0,0,102040,2011,5428,11796,3.12,69240,31121,993895,113,19293,40380,0,15449,0,0,82,0,4668.58,527550,90669169,0,6400,14993,12920,12.5,527534,0,48212,50692,0,63335,70219,0,94408,101643,0,1,
1990,71,8,16,102027,216356,139536,22422,1,1,0,78056,2590,13112,20983,14.69,65022,57014,21739962,165,23737,29438,0,23105,0,0,1297,0,3185.98,525687,0,10,20165,12201,18523,25.4,523870,0,64558,43507,0,163221,245196,0,119645,195189,0,1,
1980,42,3,11,68684,6944,12574,72026,0,0,0,97441,11051,5278,9038,3.22,3296,23751,29755,15068,9992,46518,0,6057,0,0,336,1,31.93,481106,0,49779,8481,4874,8598,19.4,223916,220,55055,33249,1,130086,165834,1,1,1,0,1,
1982,71,19,16,89730,216356,14778,31259,0,1,0,92381,17593,10753,13056,14.69,74370,43875,21739962,3997,22968,35306,0,20865,1,1,5709,0,131.57,525886,0,3769,10154,6792,15312,25.4,488787,0,70105,49003,1,162849,209603,1,112486,184246,0,1,
1984,71,9,16,83738,216356,60962,41014,1,1,0,91724,2827,13786,16919,14.69,56599,44257,21739962,561,22107,48500,0,23524,3,1,5893,-1,938.23,526346,0,566,8364,16778,16122,25.4,517721,169,76946,56541,0,104393,172095,0,136511,195308,0,1,
1996,49,29,13,38219,184000,87068,52557,1,0,0,123990,2756,4750,12210,8.95,110106,25916,1054354,182,14049,-1,0,26342,0,0,311,0,3115.04,568250,114465835,32,7117,18353,22442,12.5,561368,0,-1,59253,0,44102,60054,0,61751,91472,0,1,
1992,82,2,19,55473,22300,13206,29215,0,1,0,91291,12519,14799,15523,2.05,62291,48156,245343,6241,9122,15388,0,-1,5,3,25743,0,88.78,554055,0,6277,24235,14207,9758,31.5,194045,0,112011,55215,0,118155,178288,0,131454,180955,0,1,
1994,49,7,13,32219,184000,33046,19721,1,0,0,88891,2350,4076,33064,8.95,69671,26643,1054354,526,13708,37586,0,51258,0,0,397,0,1076.88,566440,114465835,484,8859,-1,11742,12.5,542489,0,1650800,72033,1,169407,169407,1,116873,116873,0,1,
1994,71,24,16,63493,328500,11384,22166,1,1,0,65519,3448,4268,37636,99.34,128512,27168,21892142,303,17755,48276,0,57375,0,0,328,0,1888.74,572287,42049893,344,5145,-1,13976,25.4,556006,0,2856770,65325,0,141742,255267,0,95342,193179,0,1,
1996,21,13,7,43908,212000,17879,26037,0,0,0,87894,1494,6191,30510,7.03,39964,27909,399,403,17011,50862,0,55481,0,0,361,0,1417.73,571344,0,568,4707,16212,9588,27.5,525999,0,1125388,71906,1,124312,170021,1,141651,236344,0,1,
1982,13,4,2,67328,326416,19059,27595,0,1,0,101144,1561,5599,22568,16.53,41514,43498,28662,96,32692,43642,0,28342,0,0,164,0,5397.44,518154,0,0,5207,15292,12104,35.8,518154,0,79896,58450,1,97064,175725,1,90041,174348,0,1,
1988,12,14,2,106234,41732,69613,61364,0,1,0,77165,573,8934,17625,16.53,128683,38436,36417,34,23190,66362,0,17288,1,0,1001,0,15468,525912,0,0,6312,21708,22027,19.9,525912,0,51349,41746,0,63057,89229,0,104001,154440,0,1,
1980,3,2,1,50551,18524,22316,78333,0,0,0,113166,1223,4672,14405,1.41,33634,23028,27131,1233,14472,71121,0,10268,1,1,5057,0,383.03,472270,0,2418,3884,4045,7830,27.2,357330,0,57696,37098,0,101570,139479,0,120711,179665,0,1,
1986,62,4,10,76703,20091,2484,33250,0,0,0,96167,18493,6897,11555,5.09,14755,42001,8892807,38409,20301,30508,0,18540,0,0,355,1,12.54,481502,0,35575,14803,9243,11591,18,292343,335,58043,44463,1,146469,205930,1,117089,167761,0,1,
1992,71,7,16,58806,328500,95228,30372,0,0,0,87076,3918,18737,26877,99.34,93213,52991,21892142,348,23897,32973,1,-1,3,1,6141,0,1646.14,572857,0,0,10357,15332,16843,25.4,571018,0,2856770,56550,0,121080,200111,0,153320,217982,0,1,
1996,34,2,8,58559,68500,20824,25870,0,0,0,73803,1803,7348,26603,367.41,15932,25681,65401,537,13308,61222,0,50632,0,0,1094,0,1058.56,568449,0,885,5025,14393,9496,26.6,545612,0,592896,69438,1,154882,230287,1,165999,270726,0,1,
1982,61,2,14,80878,16619,30225,42043,1,0,0,108038,7710,10758,9720,0.81,56052,45504,14180844,14169,20718,32697,0,15802,1,1,5531,0,38.34,543217,0,2339,14028,7860,18262,12.8,489025,325,64249,44403,0,127736,219686,0,73468,103674,0,1,
1982,49,19,13,71987,152838,27423,38366,0,0,0,112170,17596,4447,11510,3.12,22020,36827,993895,15205,20685,30402,0,18294,1,1,3098,0,34.71,527805,0,24111,11695,8099,7140,12.5,408364,0,54067,55652,0,126632,135424,0,89702,109970,0,1,
1980,71,28,16,43622,104277,6275,41017,1,1,0,82546,392,5629,28905,16.92,56514,32819,19836032,151,16840,49558,0,13756,0,0,1533,0,3050.85,460679,30746362,0,10350,7510,12386,35.7,455141,470,63976,39363,0,97592,97592,0,108725,137304,0,1,
1988,12,13,2,108138,41732,40717,25557,0,1,0,101539,1777,10923,14201,16.53,31246,39751,36417,967,21771,39118,0,22419,3,2,16520,1,543.99,526043,0,1356,7057,9241,15404,19.9,402359,0,74861,45591,1,82866,126786,1,167470,241031,0,1,
1996,25,3,7,75845,54200,1560,47451,0,0,0,87674,24692,4350,10944,7.03,8202,37765,218612,10638,20632,51997,0,31244,0,0,575,0,51.09,543800,0,53469,12783,9701,13249,24.5,137754,0,517844,57626,1,89338,160313,0,121967,234650,0,0,
1984,35,2,10,80974,13964,43663,33776,1,0,0,98258,4630,8481,22510,5.09,15263,35535,13951,1820,19026,32861,0,21400,1,1,12176,-1,287.35,522974,0,9569,8028,15400,11854,16.3,462978,372,67503,53664,1,92639,163349,1,139384,214883,0,1,
