YEAR,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,PREVPARTY,PREVCANDVO,PREVTOTVO,PARTY,CANDIDATEVOTES,TOTALVOTES,ISTEST,,
1996,56,1,4,93292,19900,9312,44596,0,0,0,94426,4079,6332,9779,15.61,7192,39536,31956,5946,14362,42010,0,27220,0,0,539,0,100.58,598056,0,7672,18842,9591,20340,28.9,143657,165,204959,50834,0,103177,146767,0,171334,171334,1,1,
1980,24,5,3,45265,37775,2835,79854,0,0,0,117628,8040,2647,7620,0.78,5542,21210,213,4812,11826,65498,0,9945,0,0,160,1,96.37,463727,0,64118,6737,6774,7291,38.9,191372,0,47569,31496,1,85547,136618,1,137003,194707,1,1,
1990,12,9,2,117640,41732,29529,40441,0,1,0,69450,1162,6511,19179,16.53,83523,34258,36417,105,22656,65574,0,24613,0,0,112,0,5011.58,526216,0,0,5091,17134,15135,19.9,526216,0,72929,62292,0,142012,211494,0,82535,154766,1,1,
1994,52,4,2,43589,52000,349375,30740,0,0,1,85529,2064,71958,24244,28.01,80911,111198,34386,193,29003,16902,0,46396,5,1,8533,0,3097.36,597791,0,139,10237,-1,14816,18.6,588033,0,528902,50607,0,136902,182068,0,93148,124147,1,1,
1980,64,2,10,33609,3347,1377,30805,0,0,0,92031,18935,6175,8377,4.96,10868,21886,92574028,89560,12292,8866,0,8436,1,1,5431,0,3.87,346962,0,52734,3419,6275,6813,34.3,197672,96,38939,29362,1,75766,133246,1,91431,154801,1,1,
1992,42,4,8,95924,26000,155470,52140,0,0,0,106749,11573,7665,8641,367.41,4987,37817,390163,18043,13523,56589,0,-1,1,0,727,0,32.43,585202,0,12989,16629,9966,17521,13.2,84817,0,254746,45954,0,110365,152495,1,113009,215927,1,0,
1986,21,12,7,56215,130219,3797,39156,0,0,0,109736,3236,4725,18823,6.9,32089,25591,40,966,17438,75368,0,27476,0,0,606,0,537.3,519034,0,4650,3428,14900,13279,27.5,416340,0,69060,58048,1,159582,205119,1,89044,114580,1,1,
1988,54,8,8,103698,28086,101038,55482,1,0,0,99966,8307,7559,7620,57.97,4042,33918,261151,7029,18227,62108,0,15200,3,1,12126,0,71.84,504943,0,29598,8132,6668,16988,17.3,247393,0,53279,39140,0,101699,126503,0,94571,151465,1,1,
1988,43,7,5,99140,59373,76361,36171,0,1,0,89425,4505,7107,16409,1.61,32745,35003,2083517,638,20985,30279,0,17346,1,1,5999,0,804.25,513112,46904727,1307,6911,12442,12361,9.6,482102,692,70616,57063,0,1,1,0,1,1,1,1,
1984,21,6,7,61516,130219,4168,35864,0,0,0,98632,846,5228,19323,6.9,44246,25329,40,162,16847,71044,0,29491,0,0,144,-1,3204.15,519073,0,0,3254,17239,10503,27.5,519073,0,69444,66625,1,97918,143168,1,157370,209562,1,1,
1992,13,24,3,68614,770500,15331,40451,0,1,0,99257,9116,9058,8113,2.02,16727,54981,14427,12393,23741,39685,1,-1,2,2,12970,1,46.83,582350,0,11665,22182,8548,21041,35.8,2556,0,1650271,49158,1,92512,190607,1,113408,231046,1,1,
1980,24,11,3,33536,37775,8733,82183,0,1,0,123750,3615,2242,9141,0.78,13270,18724,213,2223,12571,76097,0,11142,0,0,415,1,208.14,462701,0,15491,3911,6883,6682,38.9,252004,0,55098,29162,1,89327,131181,1,128507,185473,1,1,
1980,49,15,13,36971,56879,2447,44226,0,1,0,133474,17345,4825,7541,1.91,46113,23904,863488,14362,11709,10345,0,5035,1,1,2809,0,31.93,458581,0,18314,7370,3656,8315,15.8,327590,0,30617,32541,0,54560,82413,0,105325,150415,1,1,
1982,22,8,4,113271,36268,14748,55334,0,0,0,99995,8439,7323,9245,21.93,4983,35147,8775,5547,18028,59145,0,18612,1,0,281,0,98.56,546735,0,31676,9796,9010,17340,25.1,300048,0,69340,47183,1,119415,216474,0,100592,195725,1,0,
1994,14,3,2,100394,190400,27217,36947,1,0,0,43817,1092,12556,20223,28.01,52944,35495,94068,56,19761,41701,0,35441,1,0,621,0,10105.07,565884,37953653,0,3178,-1,16098,27,565884,0,1402128,59371,0,130828,221971,0,92702,147911,1,1,
1984,71,45,16,77649,216356,8969,26184,1,1,0,105193,8358,11596,15562,14.69,55295,41832,21739962,7151,23913,30716,0,21047,9,3,13056,-1,73.55,525968,0,3047,6323,7209,16744,25.4,454483,0,77950,47478,1,117771,171758,1,149011,198307,1,1,
1992,24,18,4,86185,132900,13185,56716,0,0,0,97179,6415,4720,8832,15.61,4560,27489,16784,6071,16007,56347,0,-1,1,1,518,0,94.02,570784,0,16324,6762,9226,20418,27.4,100725,0,1216668,50884,0,120782,162605,0,166189,243418,1,1,
1988,71,22,16,121632,216356,9527,26678,1,0,0,79321,2643,5046,25870,14.69,87252,34154,21739962,1040,24631,48736,0,25668,0,0,168,0,506.18,526427,36373907,300,4477,7844,10293,25.4,498934,0,72247,51469,1,141096,191176,1,164699,236811,1,1,
1982,71,12,16,79507,216356,7149,28265,1,1,0,92954,9387,6080,15333,14.69,65325,28987,21739962,2642,18711,83546,0,28237,3,1,3371,0,198.71,524995,0,14028,4196,7790,14086,25.4,449295,0,74352,46122,1,143817,199083,1,115365,183208,1,1,
1984,41,5,5,81886,20280,78366,52284,0,0,0,114351,5465,24785,8718,1.61,7964,52057,9448,4953,18345,62980,0,17787,1,0,5095,-1,111.01,549844,0,17714,8927,4866,20462,18.2,319275,0,64218,39968,0,108807,134880,0,140542,146575,1,1,
1982,14,15,2,105147,98577,8007,64243,0,0,0,86876,2564,3146,9723,16.53,21220,23484,34405,921,16399,95055,0,21537,0,0,196,0,559.5,515299,0,4558,3939,7896,13206,27,379209,0,73609,42369,1,99874,167725,1,79455,137457,1,1,
1984,44,1,5,88740,29982,179760,45060,0,1,0,104003,8942,8976,8942,1.61,8147,41549,35801,9604,19810,45114,0,15112,3,1,17008,-1,56.35,541180,0,16554,12763,9981,14964,12.7,319578,0,57539,42589,0,65625,102425,0,126082,154563,1,1,
1990,71,32,16,93243,216356,46414,45205,1,1,0,88397,3103,8911,10948,14.69,90162,35260,21739962,72,21092,66357,0,19893,0,0,2159,0,7307.69,526154,80351240,0,5257,13608,15319,25.4,526154,1100,71852,50284,0,114666,171349,0,68268,110960,1,1,
1992,3,10,1,98002,97700,12618,29519,0,1,0,79914,4780,8265,30489,24.75,33121,41161,32047,880,24271,32137,1,-1,3,1,2182,1,683.53,613149,0,732,8625,13395,19908,19.7,360872,0,630729,72867,0,137805,265838,0,189342,311650,1,1,
1982,14,14,4,134275,98577,112296,34203,1,0,0,61824,838,8101,13309,21.93,26175,33737,34405,79,19724,34278,0,17828,1,0,231,0,6539.61,516629,28551728,0,5912,11337,20495,27,516629,1379,70910,45521,0,102545,149624,0,120980,161577,1,1,
1992,66,2,12,60738,12800,10732,28212,0,0,0,107280,9508,13767,8400,2.53,40551,47829,13157802,67344,15203,16900,0,-1,2,1,5827,0,7.5,519175,0,7219,18859,6728,18165,12.8,89468,0,175922,40603,1,80677,80677,1,94838,168170,1,1,
1982,13,8,2,129751,326416,51800,26023,1,1,0,61700,654,8642,25004,16.53,115835,40908,28662,36,26683,36610,1,21848,0,0,346,0,14213.33,511680,152053796,0,5583,17053,13736,35.8,511680,0,60867,50266,0,79150,111429,0,87042,102571,1,1,
1990,54,7,6,72223,28086,59759,46807,1,0,0,98245,6150,10792,11748,0.13,7028,38810,261151,7723,18101,54643,0,18411,1,1,10996,0,65.23,503736,0,21808,9917,10020,14881,17.3,256215,0,58557,42514,1,142025,177266,1,66141,106676,1,1,
1982,14,19,4,94432,98577,12042,63083,0,0,0,96645,5258,10289,11435,21.93,8668,34560,34405,1608,15288,79994,0,21065,3,0,1254,1,321.27,516605,0,12151,8983,11108,11554,27,278777,0,69925,48737,1,136873,180002,1,101163,142950,1,1,
1996,14,9,2,86436,190400,6455,61013,0,0,0,87955,9818,8813,9121,28.01,4449,33093,94068,6665,13158,57890,0,28913,1,0,982,0,84.9,565858,0,16312,11122,13004,15753,27,77701,102,1402128,51621,0,146688,147203,1,142105,192822,1,0,
1994,13,2,2,55259,770500,56415,39063,0,1,0,87289,2847,7989,26093,28.01,52621,50413,14427,189,27367,50650,0,53215,0,0,281,0,3070.39,580303,0,0,15057,-1,14527,35.8,579502,0,1650271,63179,1,94208,232997,1,86857,162546,1,1,
1994,44,11,5,56066,90100,375233,53280,0,0,0,109889,5442,14272,13533,1.52,11773,57812,37921,6784,22561,45472,0,28499,0,0,3338,1,86.28,585341,0,7148,20979,-1,20523,12.7,362906,0,660946,49446,0,120168,164400,0,71560,109093,1,1,
1990,25,5,7,109537,30026,147978,49176,0,1,0,82279,927,6130,15157,6.9,24090,35797,55075,92,23529,66005,0,20645,0,0,260,0,5685.11,523030,0,0,6138,8234,16838,24.5,523030,0,58726,47735,0,140518,219179,0,77557,114115,1,1,
1994,71,45,16,57621,328500,7080,31509,0,1,0,72865,3533,5348,29384,99.34,109676,33376,21892142,91,19922,67397,0,51028,1,0,1316,0,6274.63,570991,0,0,8106,-1,13948,25.4,570991,0,2856770,71968,1,123731,227016,1,124875,180724,1,1,
1994,22,3,7,71626,61500,40836,59076,0,1,0,84194,4372,2669,12738,7.03,13387,22471,9375,1515,14406,85268,0,34458,0,0,361,0,365.99,554482,0,12830,5396,-1,12606,25.1,313574,0,602347,56242,0,121269,211103,0,72497,131375,1,1,
1984,21,18,7,100147,130219,23869,43619,0,0,0,100764,11063,4523,12314,6.9,8412,29857,40,6416,15906,59101,0,21707,0,0,305,-1,80.91,519097,0,32798,9428,9000,16848,27.5,325324,0,68694,46573,1,97406,188694,1,136183,223106,1,1,
1992,71,34,16,50565,328500,11212,55415,0,0,0,108462,3167,4797,14915,99.34,178321,31127,21892142,90,20075,65259,0,-1,0,0,361,0,6371.73,573456,0,0,6255,13773,18726,25.4,573456,0,2856770,58985,0,55646,91670,0,91738,149718,1,1,
1994,49,30,13,44542,184000,283637,47228,1,0,0,98529,3535,10078,25650,8.95,59783,33875,1054354,233,17681,40983,0,25900,0,0,1085,0,2433.38,566977,0,0,6116,-1,25768,12.5,566924,0,1650800,63436,0,107831,150747,0,73166,100742,1,1,
1996,14,18,4,104784,190400,43784,27590,0,0,0,64153,1588,7062,22267,15.61,14729,25614,94068,264,14425,32862,0,35343,0,0,664,0,2143.07,565771,0,250,4127,12211,14576,27,554352,0,1402128,62534,0,101784,185750,0,120410,214990,1,1,
1984,43,18,5,199991,59373,81165,43345,1,1,0,58851,2533,4674,16483,1.61,267848,24147,2083517,58,15403,40728,0,14703,0,0,357,-1,8842.33,512855,0,0,4070,14519,13814,9.6,512855,708,38231,50714,0,72183,101379,0,76404,126222,1,1,
1984,49,15,13,81828,152838,2179,36117,0,0,0,140698,17851,5205,6971,3.12,70225,39301,993895,16880,27064,18524,0,13313,0,0,402,-1,31.23,527118,41057313,15123,7032,5689,13841,12.5,356851,0,40661,40929,0,76544,80002,0,104863,104863,1,1,
1988,45,1,8,68766,30829,58205,30846,1,1,0,76492,1803,8681,16284,57.97,20476,32581,9933,2577,15225,27167,0,22274,3,0,1370,0,204.29,526452,146677720,932,8675,17445,10204,13.8,460350,0,68352,57722,1,1,1,1,1,1,1,1,
1988,21,21,8,99891,130219,76717,41215,0,0,0,101821,4795,9917,11560,57.97,8355,34240,40,2203,16361,46304,0,20365,5,1,6942,0,236.5,521005,0,15121,7962,11859,20451,27.5,415614,0,69678,41121,0,65722,130501,0,105836,201221,1,1,
1986,23,11,3,110237,56621,2909,33021,0,1,0,103530,5789,7604,7280,1.17,12888,43308,693643,22561,22840,29987,0,16133,2,2,7205,1,22.81,514556,0,8233,12864,5856,27404,33.7,188464,205,68913,37747,1,126992,216634,1,91575,145404,1,1,
1982,33,7,9,106142,36769,591,30031,0,0,0,103570,27574,6378,7100,1.02,7636,38877,196386,24259,20330,25932,0,16468,0,0,211,0,21,509538,0,81547,12169,8772,17989,24.5,179179,821,60394,45049,1,135084,259113,1,108254,215316,1,1,
1984,14,20,4,114198,98577,28864,47174,0,0,0,84514,866,4274,10129,21.93,16326,23236,34405,464,15567,65183,0,20738,0,0,226,-1,1111.98,515961,0,803,3395,8938,17703,27,449640,0,78533,45513,0,127281,167428,0,158751,208998,1,1,
1980,41,1,5,43304,10859,160741,68500,0,1,0,129675,4072,5891,10339,1.19,2485,25342,9390,8009,12806,42483,0,7305,0,0,1326,0,61.4,491747,0,15121,6645,7810,9007,22.6,305937,0,46611,33050,1,71711,112161,1,111089,117221,1,1,
1994,12,9,2,95583,100300,37898,38903,0,1,0,58238,1600,6688,29764,28.01,133187,37055,33875,92,23754,55977,0,48584,0,0,135,0,6465.11,594790,0,0,6613,-1,17381,19.9,594790,0,790452,71349,0,139188,238704,0,99984,159888,1,1,
1990,49,1,13,135565,152838,103221,49587,0,0,0,107391,9966,5605,7645,3.12,6136,33191,993895,13271,19157,51034,0,16376,3,0,331,0,39.71,527028,0,23709,8429,7442,10640,12.5,218163,0,66124,40759,0,122566,196923,0,89241,146195,1,1,
1986,71,14,16,89843,216356,7276,29659,0,0,0,100840,10996,10976,13589,14.69,32141,46314,21739962,27376,25193,24657,0,20429,1,0,952,0,19.22,526183,0,16215,10145,9346,22578,25.4,272903,0,78167,46870,1,179238,244472,1,146906,205161,1,1,
1984,22,9,4,89474,36268,10280,60054,0,0,0,108588,8786,7455,9038,21.93,6307,36812,8775,6107,16933,71754,0,18497,2,0,354,-1,89.23,544917,0,40146,12424,8212,21216,25.1,251615,0,65702,41245,0,121094,180539,0,137018,210340,1,1,
1996,43,11,5,67189,150200,96432,35670,0,0,0,72860,4676,7636,25838,1.52,45203,41387,2198321,252,22845,28128,0,31197,1,1,4830,0,2231.32,562293,46791622,140,10906,13968,15316,9.6,554201,538,1631335,71337,0,76821,148959,0,108522,187403,1,1,
1984,71,44,16,69300,216356,73567,28544,0,1,0,96009,3246,15362,10082,14.69,103216,38345,21739962,83,17967,32618,0,16134,9,3,64173,-1,6333.61,525690,0,0,5016,6296,17812,25.4,525690,0,63467,38993,0,78474,120825,0,99378,142561,0,1,
1994,12,13,2,72077,100300,81983,66523,0,1,0,81532,1287,7756,24770,28.01,193177,35344,33875,57,20373,63641,0,32311,1,0,519,0,10436.4,594875,0,0,7215,-1,28304,19.9,594875,0,790452,56182,0,93670,145714,0,67688,95467,0,1,
1994,1,3,1,79644,32900,65534,32123,0,1,0,69457,1887,6509,22156,24.75,35007,34716,4602,425,19616,52716,0,47357,0,0,516,0,1289.19,547904,0,367,8591,-1,15214,18.9,472578,444,362633,57145,0,112022,247531,0,111261,175355,0,1,
1992,46,2,8,66510,24400,324340,37776,0,0,0,109875,11506,7131,7019,367.41,1909,38387,159713,12251,15642,35588,0,-1,0,0,546,1,41.99,514469,0,13794,15614,5635,22269,9.3,36186,0,228493,35019,0,59393,70617,0,133361,174609,0,1,
1996,13,1,2,68442,770500,23559,29344,0,1,0,93874,4864,11238,20175,28.01,39599,59263,14427,637,30358,33770,0,50313,0,0,625,0,910.64,580669,0,389,17667,14497,13153,35.8,468550,0,1650271,59501,0,78692,184033,0,93816,235506,0,1,
1992,49,9,13,63265,184000,122377,32703,1,1,0,99922,3383,6505,13014,8.95,26477,41240,1054354,2056,17059,45227,0,-1,0,0,1270,0,275.37,566154,210154608,1102,17676,11226,17042,12.5,492067,0,1650800,53041,0,79786,138185,0,118690,221361,0,1,
1980,1,6,1,45079,8705,7094,83586,0,0,0,123461,1968,3142,18225,1.41,40973,24342,0,1491,14713,83123,0,11898,0,0,328,0,338.92,505331,0,4589,6487,3931,8186,27.5,323781,0,62622,36838,0,119537,186224,0,142685,242024,0,1,
1990,22,2,4,94208,36268,14641,53338,1,0,0,113449,7317,5281,12476,21.93,5125,35377,8775,3193,19035,73995,0,20438,0,0,361,0,173.31,553381,0,27973,11061,8050,20623,25.1,362576,0,69644,50144,0,116915,219761,0,93495,157475,0,1,
1992,71,9,16,68177,328500,182452,25888,1,0,0,71127,2860,14526,20613,99.34,110014,56840,21892142,72,23397,26175,0,-1,5,2,11002,0,7967.63,573669,0,0,18917,14539,19809,25.4,573669,0,2856770,47100,0,94739,162151,0,164265,228467,0,1,
1982,49,3,13,64260,152838,16128,21827,1,0,0,86446,1351,5453,34139,3.12,25348,26751,993895,250,17453,57639,0,29302,0,0,197,0,2107.71,526928,0,224,3845,12203,5806,12.5,520669,0,75299,73477,1,218228,275234,1,99852,129528,0,1,
1980,44,8,5,44235,9700,141988,69880,0,0,0,111055,10880,11958,8896,1.19,1321,34097,28709,11096,12375,41001,0,6836,2,1,480,1,41.28,458097,0,34596,9764,5852,5814,17.5,260950,468,40618,29307,0,41184,41193,0,91103,122138,0,1,
1984,41,7,5,101443,20280,186284,49272,1,0,0,112238,5455,7535,10301,1.61,4273,41645,9448,10666,17581,50489,0,16316,0,0,493,-1,52.43,559247,0,9196,16529,7170,17603,18.2,291794,535,58006,37848,0,124070,128139,0,135834,140332,0,1,
1992,3,1,1,84596,97700,9803,41352,0,0,0,82254,4171,6392,15293,24.75,28857,47858,32047,3032,21870,64134,0,-1,0,0,1237,0,198.46,601721,0,3226,19596,9324,18894,19.7,267326,0,630729,59479,1,150748,204892,0,135049,262120,0,0,
1994,5,2,1,72447,13500,21873,35464,0,1,0,68076,3343,6276,18063,24.75,43059,37439,5,721,16181,53373,0,39454,0,0,1109,0,695.93,501798,0,670,14982,-1,15650,19.4,370948,156,113560,52124,0,144450,204413,0,119659,176007,0,1,
1990,24,7,4,81502,62434,27524,47493,0,0,0,106576,7677,12585,8991,21.93,6522,38562,14065,3363,18983,60726,0,19828,2,2,4711,0,152.44,512667,0,26195,6994,6984,18802,27.4,294511,0,66967,39306,1,142597,193020,1,97123,156472,0,1,
1994,34,8,8,92032,68500,24940,54853,0,0,0,97118,13567,5426,8362,367.41,3777,32783,65401,17470,13232,49903,0,22406,0,0,693,0,32.53,568385,0,30627,14125,-1,18166,26.6,0,126,592896,46882,1,147398,234418,1,129320,185586,0,1,
1988,14,4,4,98238,98577,13989,53133,0,0,0,98164,4338,5379,6767,21.93,11280,27769,34405,2672,14730,61206,0,20300,0,0,150,0,192.93,515514,0,8352,7660,10347,18220,27,217716,272,70432,37953,0,86133,142594,0,124041,177699,0,1,
1986,54,1,6,91096,28086,9876,58530,0,0,0,103797,6182,8274,6970,0.13,3327,33400,261151,3958,17039,73126,0,15374,1,0,168,0,129.54,512702,0,26041,8087,6776,19267,17.3,247075,474,64788,38508,1,113407,113442,1,80289,116570,0,1,
1986,24,12,4,69103,62434,77314,38653,1,0,0,98347,3206,9359,20167,21.93,12175,44888,14065,1430,19114,49036,0,21107,1,0,379,0,358.71,512951,0,10102,16415,9584,13981,27.4,404584,0,68361,54675,1,148899,214114,1,117905,160632,0,1,
1996,47,4,5,46156,104000,110993,29964,0,0,0,74051,4623,6220,20915,1.52,22005,64906,359282,1836,14843,46314,0,42478,0,0,665,1,300.89,552441,0,5406,43843,11402,10266,8.9,356993,0,707899,64887,1,77773,154331,0,157194,288984,0,0,
1982,12,3,2,113604,41732,42211,31074,0,1,0,95805,1517,12158,16358,16.53,35104,41155,36417,241,23771,40469,0,22575,1,1,2860,0,2177.56,524793,0,135,5226,12076,16911,19.9,513007,0,72900,48655,0,106269,212830,0,104055,166996,0,1,
1990,14,13,2,119075,98577,32501,29299,1,0,0,64505,1555,6649,18578,16.53,33859,29544,34405,239,18282,57412,0,26012,1,1,577,0,2152.24,514386,32690108,426,4613,7074,12282,27,494664,0,73355,52250,1,152191,228615,1,89577,148544,0,1,
1980,41,5,5,35443,10859,65018,65634,0,0,0,120885,5828,23443,10131,1.19,3286,41562,9390,4941,13538,49666,0,8271,1,0,4718,1,99.12,489771,0,28989,4581,3230,8867,22.6,281490,0,47008,30510,0,68985,71236,0,117626,125356,0,1,
1994,71,33,16,36912,328500,24583,83517,1,0,0,133691,3015,2363,7444,99.34,319853,16688,21892142,47,11217,79142,0,22018,0,0,129,0,12146.66,570893,42049893,0,3108,-1,29042,25.4,570893,0,2856770,49248,0,32010,50779,0,33814,41508,0,1,
1994,40,2,2,40449,74400,93855,21876,1,1,0,79449,2364,25114,16553,28.01,27548,51044,161198,283,19136,20294,0,36172,7,5,82240,0,1988.65,562789,48735645,230,6794,-1,11961,10.9,559253,0,689418,56662,0,99253,177133,0,81372,137802,0,1,
1996,22,5,4,73947,61500,11635,62725,0,0,0,98210,10609,4688,10120,15.61,5863,26675,9375,3962,15552,81530,0,32210,1,1,2531,0,139.89,554240,0,35200,6435,9528,14582,25.1,73946,0,602347,49932,1,111031,159658,1,125191,211111,0,1,
1992,71,17,16,59816,328500,24991,30290,0,1,0,92546,25001,10283,14336,99.34,112377,42859,21892142,4886,22125,28436,0,-1,4,2,22315,0,116.88,571077,0,5687,10451,7374,18759,25.4,424528,0,2856770,54779,0,82611,151459,0,151565,210367,0,1,
1988,73,3,17,86694,24508,2857,40309,0,1,0,107180,9318,6794,9861,5.89,18972,42432,2126782,6929,17300,46965,0,20920,0,0,1695,0,74.54,516458,0,9379,18338,9808,20040,32.9,319005,0,78001,44156,0,114775,156050,0,109412,218206,0,1,
1996,71,14,16,64756,328500,27980,21547,1,1,0,62660,4973,7933,19251,99.34,118353,28980,21892142,477,16870,85226,0,59492,2,2,4058,0,1197.19,571058,0,239,4177,9863,11251,25.4,562365,1371,2856770,55752,0,120713,199188,0,148773,229633,0,1,
1980,12,12,2,48548,25333,55032,69416,0,1,0,108419,315,4153,21999,2.32,54461,22933,17109,89,16044,72010,0,12787,0,0,256,0,5369.52,477887,0,0,2736,7278,6571,31.2,477887,0,60795,39012,1,94850,129273,1,134973,175026,0,1,
1990,48,5,5,83482,10267,168667,75327,0,0,0,114415,5100,4487,6740,1.61,4637,32812,20944,6845,15112,96774,0,16784,1,1,5223,1,75.93,519716,0,9041,13213,5038,15030,5.8,203114,0,55178,33850,0,107959,154581,0,91775,91898,0,1,
1992,41,2,5,75396,46900,139311,49886,0,0,0,97543,7931,14087,13075,1.52,7175,49579,117606,10131,16148,50645,0,-1,2,2,11250,1,56.97,577203,0,12491,19344,11820,14127,18.2,202022,152,417107,52623,1,87649,170911,1,112906,228160,0,1,
1982,24,4,4,94470,62434,17491,57262,0,0,0,103813,8194,3058,9163,21.93,6726,26383,14065,3972,18542,76788,0,19783,1,0,120,0,129.58,514693,0,38231,4783,7835,18833,27.4,286246,0,63868,41831,1,133795,184945,1,105087,162651,0,1,
1984,49,22,13,46933,152838,50529,32487,1,1,0,92679,3439,4188,21747,3.12,42187,28974,993895,2143,17504,52158,0,25922,0,0,336,-1,245.73,526595,90669169,3854,7282,9518,7747,12.5,439278,0,64914,57967,1,66536,67479,1,125225,191751,0,1,
1990,61,2,14,80878,16619,30225,42043,1,0,0,108038,7710,10758,9720,0.81,56052,45504,14180844,14169,20718,32697,0,15802,1,1,5531,0,38.34,543217,0,2339,14028,7860,18262,12.8,489025,325,64249,44403,0,99895,136204,0,76549,116179,0,1,
1980,21,24,8,68116,74493,18086,64321,0,0,0,95084,11120,5592,7891,32.29,4335,30454,32,9061,10011,30366,0,7501,0,0,374,0,51.32,465017,0,56963,14851,6732,9287,37.3,201776,176,51119,30289,0,110298,168061,0,112134,228296,0,1,
1994,21,4,7,43707,212000,35374,75280,1,0,0,107130,2838,3217,11758,7.03,185863,18610,399,39,11732,76398,0,25285,0,0,185,0,14645.18,571162,0,0,3661,-1,28219,27.5,571162,371,1125388,51622,0,90452,116606,0,46695,62079,0,1,
1982,71,17,16,76377,216356,15405,30614,0,0,0,114426,29888,6233,11297,14.69,58412,38858,21739962,10051,24482,22788,0,17305,1,1,4129,0,52.17,524389,0,21914,8143,7008,19794,25.4,387773,0,56031,43944,1,129159,182939,1,80271,148635,0,1,
1982,22,5,4,89384,36268,11678,60222,0,0,0,116274,10165,4760,9348,21.93,8828,29056,8775,5327,19450,79814,0,21434,1,1,2604,0,102.91,548223,0,42382,4846,7967,21136,25.1,266762,714,68622,45492,1,129474,209852,1,105469,172707,0,1,
1980,46,3,5,50645,6501,179950,60959,0,0,0,112168,13266,5011,5990,1.19,862,23552,97429,13409,11005,36702,0,5320,2,1,2709,0,33.24,445713,0,59594,7536,4779,6688,14.9,122920,0,35555,24150,0,101685,110093,0,128035,128035,0,1,
1990,22,8,4,113271,36268,14748,55334,0,0,0,99995,8439,7323,9245,21.93,4983,35147,8775,5547,18028,59145,0,18612,1,0,281,0,98.56,546735,0,31676,9796,9010,17340,25.1,300048,0,69340,47183,0,141355,228676,0,97465,178110,0,1,
1992,24,17,4,90678,132900,55514,51625,0,0,0,88742,3233,3195,10811,15.61,12961,24170,16784,1345,14781,61366,0,-1,0,0,553,0,424.51,570963,0,4881,6194,10074,19678,27.4,366045,0,1216668,57002,0,133207,171406,0,216503,257246,0,1,
1982,54,2,6,94058,28086,33611,47479,0,0,0,96447,3659,13855,9693,0.13,5309,45988,261151,2814,17322,50127,0,17196,0,0,355,0,181.31,510197,0,8424,14811,8087,15604,17.3,317476,0,62526,46155,1,147947,194527,1,109045,109057,0,1,
1988,49,1,13,135565,152838,103221,49587,0,0,0,107391,9966,5605,7645,3.12,6136,33191,993895,13271,19157,51034,0,16376,3,0,331,0,39.71,527028,0,23709,8429,7442,10640,12.5,218163,0,66124,40759,0,84445,84445,0,122566,196923,0,1,
1994,3,2,1,84764,97700,34126,44543,0,0,0,85005,2765,6836,21742,24.75,34972,40384,32047,885,21419,64334,0,39812,1,0,885,0,679.65,601490,0,1138,12129,-1,19329,19.7,408579,395,630729,62410,0,131215,247163,0,117178,200123,0,1,
